Date,High,Low,Open,Close,Volume,Adj Close
2000-06-30,4.3125,2.65625,3.828125,3.03125,19108000.0,2.608767509460449
2000-07-03,3.34375,3.0546875,3.0625,3.25,1930800.0,2.797029495239258
2000-07-05,3.4375,3.1875,3.3125,3.28125,1640400.0,2.8239238262176514
2000-07-06,3.703125,3.28125,3.359375,3.6875,1689200.0,3.1735522747039795
2000-07-07,3.78125,3.4375,3.71875,3.46875,949600.0,2.9852912425994873
2000-07-10,3.5,3.34375,3.484375,3.359375,834400.0,2.891160249710083
2000-07-11,3.3203125,2.96875,3.3203125,3.0,1237200.0,2.5818734169006348
2000-07-12,3.21875,3.03125,3.046875,3.125,490800.0,2.6894516944885254
2000-07-13,3.21875,2.859375,3.1875,2.875,1202000.0,2.4742953777313232
2000-07-14,2.90625,2.703125,2.84375,2.734375,1261600.0,2.3532698154449463
2000-07-17,2.6875,2.34375,2.671875,2.375,1452800.0,2.04398250579834
2000-07-18,2.53125,2.046875,2.3984375,2.0625,1511200.0,1.7750375270843506
2000-07-19,2.1875,2.046875,2.09375,2.078125,577200.0,1.788485050201416
2000-07-20,2.1875,2.046875,2.046875,2.1875,478000.0,1.8826158046722412
2000-07-21,2.46875,2.1875,2.30859375,2.34375,1213600.0,2.017087936401367
2000-07-24,2.34375,2.03125,2.34375,2.09375,557200.0,1.8019320964813232
2000-07-25,2.046875,1.90625,2.03125,1.9296875,632400.0,1.6607362031936646
2000-07-26,1.90625,1.625,1.875,1.6875,988000.0,1.4523032903671265
2000-07-27,1.6875,1.40625,1.59375,1.484375,712800.0,1.277489185333252
2000-07-28,1.5,1.1875,1.5,1.46875,1780400.0,1.2640420198440552
2000-07-31,1.609375,1.25,1.40234375,1.515625,1295200.0,1.3043837547302246
2000-08-01,1.59375,1.453125,1.59375,1.5,476000.0,1.2909367084503174
2000-08-02,1.5625,1.390625,1.4375,1.46875,508000.0,1.2640420198440552
2000-08-03,1.4765625,1.390625,1.46875,1.453125,358000.0,1.2505948543548584
2000-08-04,1.5,1.40625,1.5,1.453125,234000.0,1.2505948543548584
2000-08-07,1.484375,1.390625,1.4453125,1.453125,143200.0,1.2505948543548584
2000-08-08,1.546875,1.453125,1.53125,1.453125,300400.0,1.2505948543548584
2000-08-09,1.53125,1.453125,1.453125,1.5,273200.0,1.2909367084503174
2000-08-10,1.5,1.4375,1.5,1.46875,193600.0,1.2640420198440552
2000-08-11,1.484375,1.296875,1.484375,1.34375,196800.0,1.1564640998840332
2000-08-14,1.390625,1.21875,1.375,1.25,2551200.0,1.0757805109024048
2000-08-15,1.2734375,1.234375,1.2421875,1.25,272800.0,1.0757805109024048
2000-08-16,1.3125,1.234375,1.25,1.25,456000.0,1.0757805109024048
2000-08-17,1.453125,1.234375,1.3125,1.40625,367600.0,1.2102526426315308
2000-08-18,1.53125,1.3125,1.34375,1.53125,475600.0,1.317831039428711
2000-08-21,1.53125,1.4375,1.52734375,1.5,184800.0,1.2909367084503174
2000-08-22,1.609375,1.484375,1.484375,1.578125,627200.0,1.3581727743148804
